MA TRADER ||  2018-04-16T06:53 #:  0 {}
MA TRADER ||  2018-04-16T13:10 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
Observing MA Touch ||  Time:  13:11  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
CANCELLING ALL ORDERS  2018-04-16T13:11
MA TRADER ||  2018-04-16T13:11 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
Observing MA Touch ||  Time:  13:12  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
MA TRADER ||  2018-04-16T13:12 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
 no touch 
CANCELLING ALL ORDERS  2018-04-16T13:12
MA TRADER ||  2018-04-16T13:12 #:  0 {} last Price  open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  SMA  12495.354166666666  last trade time  2018-04-16T10:36
Observing MA Touch ||  Time:  13:12  || Last Bar open: 12342.5  high: 12342.5 low: 12337.5 close: 12337.5  || SMA60  12495.35
 no touch 
Observing MA Touch ||  Time:  13:13  || Last Bar open: 12362.5  high: 12365.0 low: 12352.5 close: 12355.0  || SMA60  12443.31
MA TRADER ||  2018-04-16T13:13 #:  0 {} last Price  open: 12362.5  high: 12365.0 low: 12352.5 close: 12355.0  SMA  12443.3125  last trade time  2018-04-16T10:36
 no touch 
Observing MA Touch ||  Time:  13:13  || Last Bar open: 12362.5  high: 12365.0 low: 12352.5 close: 12355.0  || SMA60  12443.31
 no touch 
MA TRADER ||  2018-04-16T13:13 #:  0 {} last Price  open: 12362.5  high: 12365.0 low: 12352.5 close: 12355.0  SMA  12443.3125  last trade time  2018-04-16T10:36
MA TRADER ||  2018-04-16T13:14 #:  0 {} last Price  open: 12362.5  high: 12365.0 low: 12352.5 close: 12355.0  SMA  12443.3125  last trade time  2018-04-16T10:36
Observing MA Touch ||  Time:  13:14  || Last Bar open: 12362.5  high: 12365.0 low: 12352.5 close: 12355.0  || SMA60  12443.31
 no touch 
Observing MA Touch ||  Time:  13:14  || Last Bar open: 12362.5  high: 12365.0 low: 12352.5 close: 12355.0  || SMA60  12443.31
MA TRADER ||  2018-04-16T13:14 #:  0 {} last Price  open: 12362.5  high: 12365.0 low: 12352.5 close: 12355.0  SMA  12443.3125  last trade time  2018-04-16T10:36
 no touch 
Observing MA Touch ||  Time:  13:15  || Last Bar open: 12362.5  high: 12365.0 low: 12352.5 close: 12355.0  || SMA60  12443.31
MA TRADER ||  2018-04-16T13:15 #:  0 {} last Price  open: 12362.5  high: 12365.0 low: 12352.5 close: 12355.0  SMA  12443.3125  last trade time  2018-04-16T10:36
 no touch 
MA TRADER ||  2018-04-16T13:18 #:  0 {} last Price  open: 12347.5  high: 12355.0 low: 12337.5 close: 12355.0  SMA  0.0  last trade time  2018-04-16T13:15
CANCELLING ALL ORDERS  2018-04-16T13:18
Observing MA Touch ||  Time:  13:19  || Last Bar open: 12347.5  high: 12355.0 low: 12337.5 close: 12337.5  || SMA60  12440.15
MA TRADER ||  2018-04-16T13:19 #:  0 {} last Price  open: 12347.5  high: 12355.0 low: 12337.5 close: 12337.5  SMA  12440.145833333334  last trade time  2018-04-16T13:15
 no touch 
MA TRADER ||  2018-04-16T13:20 #:  0 {} last Price  open: 12347.5  high: 12355.0 low: 12332.5 close: 12335.0  SMA  12440.145833333334  last trade time  2018-04-16T13:15
Observing MA Touch ||  Time:  13:20  || Last Bar open: 12347.5  high: 12355.0 low: 12332.5 close: 12335.0  || SMA60  12440.15
 no touch 
MA TRADER ||  2018-04-16T13:21 #:  0 {} last Price  open: 12332.5  high: 12337.5 low: 12330.0 close: 12337.5  SMA  12436.75  last trade time  2018-04-16T13:15
Observing MA Touch ||  Time:  13:21  || Last Bar open: 12332.5  high: 12337.5 low: 12330.0 close: 12337.5  || SMA60  12436.75
 no touch 
Observing MA Touch ||  Time:  13:22  || Last Bar open: 12332.5  high: 12337.5 low: 12330.0 close: 12335.0  || SMA60  12436.75
MA TRADER ||  2018-04-16T13:22 #:  0 {} last Price  open: 12332.5  high: 12337.5 low: 12330.0 close: 12335.0  SMA  12436.75  last trade time  2018-04-16T13:15
 no touch 
MA TRADER ||  2018-04-16T13:23 #:  0 {} last Price  open: 12330.0  high: 12330.0 low: 12327.5 close: 12327.5  SMA  0.0  last trade time  2018-04-16T13:23
CANCELLING ALL ORDERS  2018-04-16T13:23
Observing MA Touch ||  Time:  13:24  || Last Bar open: 12332.5  high: 12337.5 low: 12325.0 close: 12327.5  || SMA60  12436.75
MA TRADER ||  2018-04-16T13:24 #:  0 {} last Price  open: 12332.5  high: 12337.5 low: 12325.0 close: 12327.5  SMA  12436.75  last trade time  2018-04-16T13:23
 no touch 
Observing MA Touch ||  Time:  13:25  || Last Bar open: 12332.5  high: 12337.5 low: 12312.5 close: 12325.0  || SMA60  12436.75
MA TRADER ||  2018-04-16T13:25 #:  0 {} last Price  open: 12332.5  high: 12337.5 low: 12312.5 close: 12325.0  SMA  12436.75  last trade time  2018-04-16T13:23
 no touch 
Observing MA Touch ||  Time:  13:26  || Last Bar open: 12317.5  high: 12322.5 low: 12317.5 close: 12322.5  || SMA60  12433.02
MA TRADER ||  2018-04-16T13:26 #:  0 {} last Price  open: 12317.5  high: 12322.5 low: 12317.5 close: 12322.5  SMA  12433.020833333334  last trade time  2018-04-16T13:23
 no touch 
CANCELLING ALL ORDERS  2018-04-16T13:26
MA TRADER ||  2018-04-16T13:26 #:  0 {} last Price  O: 12327.5 H: 12330.0 L: 12325.0 C: 12330.0  SMA  0.0  last trade time  2018-04-16T13:26
Observing MA Touch ||  Time:  13:27  || Last Bar O: 12317.5 H: 12327.5 L: 12315.0 C: 12325.0  || SMA60  12433.02
MA TRADER ||  2018-04-16T13:27 #:  0 {} last Price  O: 12317.5 H: 12327.5 L: 12315.0 C: 12325.0  SMA  12433.020833333334  last trade time  2018-04-16T13:26
 no touch 
MA TRADER ||  2018-04-16T13:28 #:  0 {} last Price  O:  12320.0 H:  12322.5 L:  12320.0 C:  12320.0  SMA  0.0  last trade time  2018-04-16T13:28
CANCELLING ALL ORDERS  2018-04-16T13:28
Observing MA Touch ||  Time:  13:29  || Last Bar O:  12317.5 H:  12330.0 L:  12315.0 C:  12322.5  || SMA60  12433.02
 no touch 
MA TRADER ||  2018-04-16T13:29 #:  0 {} last Price  O:  12317.5 H:  12330.0 L:  12315.0 C:  12322.5  SMA  12433.020833333334  last trade time  2018-04-16T13:28
Observing MA Touch ||  Time:  13:30  || Last Bar O:  12317.5 H:  12330.0 L:  12315.0 C:  12315.0  || SMA60  12433.02
MA TRADER ||  2018-04-16T13:30 #:  0 {} last Price  O:  12317.5 H:  12330.0 L:  12315.0 C:  12315.0  SMA  12433.020833333334  last trade time  2018-04-16T13:28
 no touch 
Observing MA Touch ||  Time:  13:31  || Last Bar O:  12317.5 H:  12320.0 L:  12317.5 C:  12320.0  || SMA60  12429.25
MA TRADER ||  2018-04-16T13:31 #:  0 {} last Price  O:  12317.5 H:  12320.0 L:  12317.5 C:  12320.0  SMA  12429.25  last trade time  2018-04-16T13:28
 no touch 
MA TRADER ||  2018-04-16T13:32 #:  0 {} last Price  O:  12317.5 H:  12325.0 L:  12312.5 C:  12312.5  SMA  12429.25  last trade time  2018-04-16T13:28
Observing MA Touch ||  Time:  13:32  || Last Bar O:  12317.5 H:  12325.0 L:  12312.5 C:  12312.5  || SMA60  12429.25
 no touch 
CANCELLING ALL ORDERS  2018-04-16T13:33
Observing MA Touch ||  Time:  13:33  || Last Bar O:  12317.5 H:  12325.0 L:  12307.5 C:  12307.5  || SMA60  12429.25
MA TRADER ||  2018-04-16T13:33 #:  0 {} last Price  O:  12317.5 H:  12325.0 L:  12307.5 C:  12307.5  SMA  12429.25  last trade time  2018-04-16T13:28
 no touch 
Observing MA Touch ||  Time:  13:34  || Last Bar O:  12317.5 H:  12325.0 L:  12297.5 C:  12300.0  || SMA60  12429.25
MA TRADER ||  2018-04-16T13:34 #:  0 {} last Price  O:  12317.5 H:  12325.0 L:  12297.5 C:  12300.0  SMA  12429.25  last trade time  2018-04-16T13:28
 no touch 
MA TRADER ||  2018-04-16T13:35 #:  0 {} last Price  O:  12317.5 H:  12325.0 L:  12292.5 C:  12300.0  SMA  12429.25  last trade time  2018-04-16T13:28
Observing MA Touch ||  Time:  13:35  || Last Bar O:  12317.5 H:  12325.0 L:  12292.5 C:  12300.0  || SMA60  12429.25
 no touch 
Observing MA Touch ||  Time:  13:36  || Last Bar O:  12297.5 H:  12302.5 L:  12295.0 C:  12297.5  || SMA60  12425.23
MA TRADER ||  2018-04-16T13:36 #:  0 {} last Price  O:  12297.5 H:  12302.5 L:  12295.0 C:  12297.5  SMA  12425.229166666666  last trade time  2018-04-16T13:28
 no touch 
Observing MA Touch ||  Time:  13:37  || Last Bar O:  12297.5 H:  12302.5 L:  12290.0 C:  12297.5  || SMA60  12425.23
MA TRADER ||  2018-04-16T13:37 #:  0 {} last Price  O:  12297.5 H:  12302.5 L:  12290.0 C:  12297.5  SMA  12425.229166666666  last trade time  2018-04-16T13:28
 no touch 
CANCELLING ALL ORDERS  2018-04-16T13:38
Observing MA Touch ||  Time:  13:38  || Last Bar O:  12297.5 H:  12307.5 L:  12290.0 C:  12305.0  || SMA60  12425.23
MA TRADER ||  2018-04-16T13:38 #:  0 {} last Price  O:  12297.5 H:  12307.5 L:  12290.0 C:  12305.0  SMA  12425.229166666666  last trade time  2018-04-16T13:28
 no touch 
Observing MA Touch ||  Time:  13:39  || Last Bar O:  12297.5 H:  12322.5 L:  12290.0 C:  12307.5  || SMA60  12425.23
MA TRADER ||  2018-04-16T13:39 #:  0 {} last Price  O:  12297.5 H:  12322.5 L:  12290.0 C:  12307.5  SMA  12425.229166666666  last trade time  2018-04-16T13:28
 no touch 
MA TRADER ||  2018-04-16T13:40 #:  0 {} last Price  O:  12297.5 H:  12322.5 L:  12290.0 C:  12302.5  SMA  12425.229166666666  last trade time  2018-04-16T13:28
Observing MA Touch ||  Time:  13:40  || Last Bar O:  12297.5 H:  12322.5 L:  12290.0 C:  12302.5  || SMA60  12425.23
 no touch 
Observing MA Touch ||  Time:  13:41  || Last Bar O:  12305.0 H:  12307.5 L:  12300.0 C:  12302.5  || SMA60  12421.21
MA TRADER ||  2018-04-16T13:41 #:  0 {} last Price  O:  12305.0 H:  12307.5 L:  12300.0 C:  12302.5  SMA  12421.208333333334  last trade time  2018-04-16T13:28
 no touch 
Observing MA Touch ||  Time:  13:42  || Last Bar O:  12305.0 H:  12307.5 L:  12295.0 C:  12305.0  || SMA60  12421.21
MA TRADER ||  2018-04-16T13:42 #:  0 {} last Price  O:  12305.0 H:  12307.5 L:  12295.0 C:  12305.0  SMA  12421.208333333334  last trade time  2018-04-16T13:28
 no touch 
CANCELLING ALL ORDERS  2018-04-16T13:43
MA TRADER ||  2018-04-16T13:43 #:  0 {} last Price  O:  12305.0 H:  12312.5 L:  12295.0 C:  12312.5  SMA  12421.208333333334  last trade time  2018-04-16T13:28
Observing MA Touch ||  Time:  13:43  || Last Bar O:  12305.0 H:  12312.5 L:  12295.0 C:  12312.5  || SMA60  12421.21
 no touch 
Observing MA Touch ||  Time:  13:44  || Last Bar O:  12305.0 H:  12315.0 L:  12295.0 C:  12307.5  || SMA60  12421.21
MA TRADER ||  2018-04-16T13:44 #:  0 {} last Price  O:  12305.0 H:  12315.0 L:  12295.0 C:  12307.5  SMA  12421.208333333334  last trade time  2018-04-16T13:28
 no touch 
MA TRADER ||  2018-04-16T13:45 #:  0 {} last Price  O:  12305.0 H:  12315.0 L:  12292.5 C:  12295.0  SMA  12421.208333333334  last trade time  2018-04-16T13:28
Observing MA Touch ||  Time:  13:45  || Last Bar O:  12305.0 H:  12315.0 L:  12292.5 C:  12295.0  || SMA60  12421.21
 no touch 
CANCELLING ALL ORDERS  2018-04-16T13:46
MA TRADER ||  2018-04-16T13:46 #:  0 {} last Price  O:  12280.0 H:  12280.0 L:  12280.0 C:  12280.0  SMA  0.0  last trade time  2018-04-16T13:45
MA TRADER ||  2018-04-16T13:47 #:  0 {} last Price  O:  12280.0 H:  12295.0 L:  12280.0 C:  12287.5  SMA  12416.958333333334  last trade time  2018-04-16T13:45
Observing MA Touch ||  Time:  13:47  || Last Bar O:  12280.0 H:  12295.0 L:  12280.0 C:  12287.5  || SMA60  12416.96
 no touch 
Observing MA Touch ||  Time:  13:48  || Last Bar O:  12280.0 H:  12295.0 L:  12280.0 C:  12280.0  || SMA60  12416.96
MA TRADER ||  2018-04-16T13:48 #:  0 {} last Price  O:  12280.0 H:  12295.0 L:  12280.0 C:  12280.0  SMA  12416.958333333334  last trade time  2018-04-16T13:45
 no touch 
MA TRADER ||  2018-04-16T13:49 #:  0 {} last Price  O:  12280.0 H:  12295.0 L:  12280.0 C:  12292.5  SMA  12416.958333333334  last trade time  2018-04-16T13:45
Observing MA Touch ||  Time:  13:49  || Last Bar O:  12280.0 H:  12295.0 L:  12280.0 C:  12292.5  || SMA60  12416.96
 no touch 
Observing MA Touch ||  Time:  13:50  || Last Bar O:  12280.0 H:  12300.0 L:  12280.0 C:  12280.0  || SMA60  12416.96
MA TRADER ||  2018-04-16T13:50 #:  0 {} last Price  O:  12280.0 H:  12300.0 L:  12280.0 C:  12280.0  SMA  12416.958333333334  last trade time  2018-04-16T13:45
 no touch 
CANCELLING ALL ORDERS  2018-04-16T13:51
MA TRADER ||  2018-04-16T13:51 #:  0 {} last Price  O:  12270.0 H:  12270.0 L:  12270.0 C:  12270.0  SMA  12412.520833333334  last trade time  2018-04-16T13:45
Observing MA Touch ||  Time:  13:51  || Last Bar O:  12270.0 H:  12270.0 L:  12270.0 C:  12270.0  || SMA60  12412.52
 no touch 
Observing MA Touch ||  Time:  13:52  || Last Bar O:  12270.0 H:  12280.0 L:  12270.0 C:  12280.0  || SMA60  12412.52
MA TRADER ||  2018-04-16T13:52 #:  0 {} last Price  O:  12270.0 H:  12280.0 L:  12270.0 C:  12280.0  SMA  12412.520833333334  last trade time  2018-04-16T13:45
 no touch 
Observing MA Touch ||  Time:  13:53  || Last Bar O:  12270.0 H:  12290.0 L:  12270.0 C:  12290.0  || SMA60  12412.52
MA TRADER ||  2018-04-16T13:53 #:  0 {} last Price  O:  12270.0 H:  12290.0 L:  12270.0 C:  12290.0  SMA  12412.520833333334  last trade time  2018-04-16T13:45
 no touch 
Observing MA Touch ||  Time:  13:54  || Last Bar O:  12270.0 H:  12290.0 L:  12270.0 C:  12282.5  || SMA60  12412.52
MA TRADER ||  2018-04-16T13:54 #:  0 {} last Price  O:  12270.0 H:  12290.0 L:  12270.0 C:  12282.5  SMA  12412.520833333334  last trade time  2018-04-16T13:45
 no touch 
Observing MA Touch ||  Time:  13:55  || Last Bar O:  12270.0 H:  12290.0 L:  12270.0 C:  12277.5  || SMA60  12412.52
MA TRADER ||  2018-04-16T13:55 #:  0 {} last Price  O:  12270.0 H:  12290.0 L:  12270.0 C:  12277.5  SMA  12412.520833333334  last trade time  2018-04-16T13:45
 no touch 
CANCELLING ALL ORDERS  2018-04-16T13:56
MA TRADER ||  2018-04-16T13:56 #:  0 {} last Price  O:  12270.0 H:  12290.0 L:  12270.0 C:  12277.5  SMA  12412.520833333334  last trade time  2018-04-16T13:45
Observing MA Touch ||  Time:  13:56  || Last Bar O:  12270.0 H:  12290.0 L:  12270.0 C:  12277.5  || SMA60  12412.52
 no touch 
Observing MA Touch ||  Time:  13:57  || Last Bar O:  12280.0 H:  12282.5 L:  12265.0 C:  12270.0  || SMA60  12407.98
 no touch 
MA TRADER ||  2018-04-16T13:57 #:  0 {} last Price  O:  12280.0 H:  12282.5 L:  12265.0 C:  12270.0  SMA  12407.979166666666  last trade time  2018-04-16T13:45
Observing MA Touch ||  Time:  13:58  || Last Bar O:  12280.0 H:  12310.0 L:  12265.0 C:  12310.0  || SMA60  12407.98
MA TRADER ||  2018-04-16T13:58 #:  0 {} last Price  O:  12280.0 H:  12310.0 L:  12265.0 C:  12310.0  SMA  12407.979166666666  last trade time  2018-04-16T13:45
 no touch 
Observing MA Touch ||  Time:  13:59  || Last Bar O:  12280.0 H:  12332.5 L:  12265.0 C:  12327.5  || SMA60  12407.98
MA TRADER ||  2018-04-16T13:59 #:  0 {} last Price  O:  12280.0 H:  12332.5 L:  12265.0 C:  12327.5  SMA  12407.979166666666  last trade time  2018-04-16T13:45
 no touch 
Observing MA Touch ||  Time:  14:00  || Last Bar O:  12280.0 H:  12332.5 L:  12265.0 C:  12322.5  || SMA60  12407.98
MA TRADER ||  2018-04-16T14:00 #:  0 {} last Price  O:  12280.0 H:  12332.5 L:  12265.0 C:  12322.5  SMA  12407.979166666666  last trade time  2018-04-16T13:45
 no touch 
CANCELLING ALL ORDERS  2018-04-16T14:01
Observing MA Touch ||  Time:  14:01  || Last Bar O:  12317.5 H:  12317.5 L:  12317.5 C:  12317.5  || SMA60  12402.6
MA TRADER ||  2018-04-16T14:01 #:  0 {} last Price  O:  12317.5 H:  12317.5 L:  12317.5 C:  12317.5  SMA  12402.604166666666  last trade time  2018-04-16T13:45
 no touch 
MA TRADER ||  2018-04-16T14:02 #:  0 {} last Price  O:  12317.5 H:  12327.5 L:  12315.0 C:  12325.0  SMA  12402.604166666666  last trade time  2018-04-16T13:45
Observing MA Touch ||  Time:  14:02  || Last Bar O:  12317.5 H:  12327.5 L:  12315.0 C:  12325.0  || SMA60  12402.6
 no touch 
MA TRADER ||  2018-04-16T14:03 #:  0 {} last Price  O:  12317.5 H:  12330.0 L:  12315.0 C:  12322.5  SMA  12402.604166666666  last trade time  2018-04-16T13:45
Observing MA Touch ||  Time:  14:03  || Last Bar O:  12317.5 H:  12330.0 L:  12315.0 C:  12322.5  || SMA60  12402.6
 no touch 
Observing MA Touch ||  Time:  14:04  || Last Bar O:  12317.5 H:  12330.0 L:  12315.0 C:  12322.5  || SMA60  12402.6
MA TRADER ||  2018-04-16T14:04 #:  0 {} last Price  O:  12317.5 H:  12330.0 L:  12315.0 C:  12322.5  SMA  12402.604166666666  last trade time  2018-04-16T13:45
 no touch 
Observing MA Touch ||  Time:  14:05  || Last Bar O:  12317.5 H:  12330.0 L:  12312.5 C:  12315.0  || SMA60  12402.6
MA TRADER ||  2018-04-16T14:05 #:  0 {} last Price  O:  12317.5 H:  12330.0 L:  12312.5 C:  12315.0  SMA  12402.604166666666  last trade time  2018-04-16T13:45
 no touch 
CANCELLING ALL ORDERS  2018-04-16T14:06
Observing MA Touch ||  Time:  14:06  || Last Bar O:  12317.5 H:  12330.0 L:  12305.0 C:  12310.0  || SMA60  12402.6
MA TRADER ||  2018-04-16T14:06 #:  0 {} last Price  O:  12317.5 H:  12330.0 L:  12305.0 C:  12310.0  SMA  12402.604166666666  last trade time  2018-04-16T13:45
 no touch 
Observing MA Touch ||  Time:  14:07  || Last Bar O:  12312.5 H:  12322.5 L:  12312.5 C:  12320.0  || SMA60  12397.48
MA TRADER ||  2018-04-16T14:07 #:  0 {} last Price  O:  12312.5 H:  12322.5 L:  12312.5 C:  12320.0  SMA  12397.479166666666  last trade time  2018-04-16T13:45
 no touch 
Observing MA Touch ||  Time:  14:08  || Last Bar O:  12312.5 H:  12322.5 L:  12305.0 C:  12307.5  || SMA60  12397.48
MA TRADER ||  2018-04-16T14:08 #:  0 {} last Price  O:  12312.5 H:  12322.5 L:  12305.0 C:  12307.5  SMA  12397.479166666666  last trade time  2018-04-16T13:45
 no touch 
Observing MA Touch ||  Time:  14:09  || Last Bar O:  12312.5 H:  12322.5 L:  12295.0 C:  12300.0  || SMA60  12397.48
 no touch 
MA TRADER ||  2018-04-16T14:09 #:  0 {} last Price  O:  12312.5 H:  12322.5 L:  12295.0 C:  12300.0  SMA  12397.479166666666  last trade time  2018-04-16T13:45
MA TRADER ||  2018-04-16T14:10 #:  0 {} last Price  O:  12312.5 H:  12322.5 L:  12295.0 C:  12297.5  SMA  12397.479166666666  last trade time  2018-04-16T13:45
Observing MA Touch ||  Time:  14:10  || Last Bar O:  12312.5 H:  12322.5 L:  12295.0 C:  12297.5  || SMA60  12397.48
 no touch 
CANCELLING ALL ORDERS  2018-04-16T14:11
Observing MA Touch ||  Time:  14:11  || Last Bar O:  12317.5 H:  12317.5 L:  12317.5 C:  12317.5  || SMA60  12392.33
MA TRADER ||  2018-04-16T14:11 #:  0 {} last Price  O:  12317.5 H:  12317.5 L:  12317.5 C:  12317.5  SMA  12392.333333333334  last trade time  2018-04-16T13:45
 no touch 
Observing MA Touch ||  Time:  14:12  || Last Bar O:  12317.5 H:  12327.5 L:  12317.5 C:  12325.0  || SMA60  12392.33
 no touch 
MA TRADER ||  2018-04-16T14:12 #:  0 {} last Price  O:  12317.5 H:  12327.5 L:  12317.5 C:  12325.0  SMA  12392.333333333334  last trade time  2018-04-16T13:45
Observing MA Touch ||  Time:  14:13  || Last Bar O:  12317.5 H:  12345.0 L:  12317.5 C:  12337.5  || SMA60  12392.33
MA TRADER ||  2018-04-16T14:13 #:  0 {} last Price  O:  12317.5 H:  12345.0 L:  12317.5 C:  12337.5  SMA  12392.333333333334  last trade time  2018-04-16T13:45
 no touch 
MA TRADER ||  2018-04-16T14:14 #:  0 {} last Price  O:  12317.5 H:  12345.0 L:  12317.5 C:  12322.5  SMA  12392.333333333334  last trade time  2018-04-16T13:45
Observing MA Touch ||  Time:  14:14  || Last Bar O:  12317.5 H:  12345.0 L:  12317.5 C:  12322.5  || SMA60  12392.33
 no touch 
Observing MA Touch ||  Time:  14:15  || Last Bar O:  12317.5 H:  12345.0 L:  12317.5 C:  12325.0  || SMA60  12392.33
MA TRADER ||  2018-04-16T14:15 #:  0 {} last Price  O:  12317.5 H:  12345.0 L:  12317.5 C:  12325.0  SMA  12392.333333333334  last trade time  2018-04-16T13:45
 no touch 
CANCELLING ALL ORDERS  2018-04-16T14:16
Observing MA Touch ||  Time:  14:16  || Last Bar O:  12317.5 H:  12345.0 L:  12315.0 C:  12317.5  || SMA60  12392.33
MA TRADER ||  2018-04-16T14:16 #:  0 {} last Price  O:  12317.5 H:  12345.0 L:  12315.0 C:  12317.5  SMA  12392.333333333334  last trade time  2018-04-16T13:45
 no touch 
Observing MA Touch ||  Time:  14:17  || Last Bar O:  12315.0 H:  12322.5 L:  12307.5 C:  12312.5  || SMA60  12387.48
MA TRADER ||  2018-04-16T14:17 #:  0 {} last Price  O:  12315.0 H:  12322.5 L:  12307.5 C:  12312.5  SMA  12387.479166666666  last trade time  2018-04-16T13:45
 no touch 
Observing MA Touch ||  Time:  14:18  || Last Bar O:  12315.0 H:  12322.5 L:  12307.5 C:  12310.0  || SMA60  12387.48
MA TRADER ||  2018-04-16T14:18 #:  0 {} last Price  O:  12315.0 H:  12322.5 L:  12307.5 C:  12310.0  SMA  12387.479166666666  last trade time  2018-04-16T13:45
 no touch 
Observing MA Touch ||  Time:  14:19  || Last Bar O:  12315.0 H:  12322.5 L:  12307.5 C:  12310.0  || SMA60  12387.48
MA TRADER ||  2018-04-16T14:19 #:  0 {} last Price  O:  12315.0 H:  12322.5 L:  12307.5 C:  12310.0  SMA  12387.479166666666  last trade time  2018-04-16T13:45
 no touch 
Observing MA Touch ||  Time:  14:20  || Last Bar O:  12315.0 H:  12322.5 L:  12307.5 C:  12322.5  || SMA60  12387.48
MA TRADER ||  2018-04-16T14:20 #:  0 {} last Price  O:  12315.0 H:  12322.5 L:  12307.5 C:  12322.5  SMA  12387.479166666666  last trade time  2018-04-16T13:45
 no touch 
CANCELLING ALL ORDERS  2018-04-16T14:21
Observing MA Touch ||  Time:  14:21  || Last Bar O:  12315.0 H:  12322.5 L:  12307.5 C:  12307.5  || SMA60  12387.48
MA TRADER ||  2018-04-16T14:21 #:  0 {} last Price  O:  12315.0 H:  12322.5 L:  12307.5 C:  12307.5  SMA  12387.479166666666  last trade time  2018-04-16T13:45
 no touch 
Observing MA Touch ||  Time:  14:22  || Last Bar O:  12310.0 H:  12310.0 L:  12297.5 C:  12302.5  || SMA60  12382.42
MA TRADER ||  2018-04-16T14:22 #:  0 {} last Price  O:  12310.0 H:  12310.0 L:  12297.5 C:  12302.5  SMA  12382.416666666666  last trade time  2018-04-16T13:45
 no touch 
MA TRADER ||  2018-04-16T14:23 #:  0 {} last Price  O:  12310.0 H:  12310.0 L:  12297.5 C:  12305.0  SMA  12382.416666666666  last trade time  2018-04-16T13:45
Observing MA Touch ||  Time:  14:23  || Last Bar O:  12310.0 H:  12310.0 L:  12297.5 C:  12305.0  || SMA60  12382.42
 no touch 
Observing MA Touch ||  Time:  14:24  || Last Bar O:  12310.0 H:  12310.0 L:  12295.0 C:  12297.5  || SMA60  12382.42
 no touch 
MA TRADER ||  2018-04-16T14:24 #:  0 {} last Price  O:  12310.0 H:  12310.0 L:  12295.0 C:  12297.5  SMA  12382.416666666666  last trade time  2018-04-16T13:45
Observing MA Touch ||  Time:  14:25  || Last Bar O:  12310.0 H:  12310.0 L:  12290.0 C:  12297.5  || SMA60  12382.42
MA TRADER ||  2018-04-16T14:25 #:  0 {} last Price  O:  12310.0 H:  12310.0 L:  12290.0 C:  12297.5  SMA  12382.416666666666  last trade time  2018-04-16T13:45
 no touch 
CANCELLING ALL ORDERS  2018-04-16T14:26
MA TRADER ||  2018-04-16T14:26 #:  0 {} last Price  O:  12295.0 H:  12295.0 L:  12295.0 C:  12295.0  SMA  12377.354166666666  last trade time  2018-04-16T13:45
Observing MA Touch ||  Time:  14:26  || Last Bar O:  12295.0 H:  12295.0 L:  12295.0 C:  12295.0  || SMA60  12377.35
 no touch 
Observing MA Touch ||  Time:  14:27  || Last Bar O:  12295.0 H:  12297.5 L:  12290.0 C:  12292.5  || SMA60  12377.35
MA TRADER ||  2018-04-16T14:27 #:  0 {} last Price  O:  12295.0 H:  12297.5 L:  12290.0 C:  12292.5  SMA  12377.354166666666  last trade time  2018-04-16T13:45
 no touch 
Observing MA Touch ||  Time:  14:28  || Last Bar O:  12295.0 H:  12305.0 L:  12290.0 C:  12302.5  || SMA60  12377.35
MA TRADER ||  2018-04-16T14:28 #:  0 {} last Price  O:  12295.0 H:  12305.0 L:  12290.0 C:  12302.5  SMA  12377.354166666666  last trade time  2018-04-16T13:45
 no touch 
Observing MA Touch ||  Time:  14:29  || Last Bar O:  12295.0 H:  12305.0 L:  12285.0 C:  12287.5  || SMA60  12377.35
MA TRADER ||  2018-04-16T14:29 #:  0 {} last Price  O:  12295.0 H:  12305.0 L:  12285.0 C:  12287.5  SMA  12377.354166666666  last trade time  2018-04-16T13:45
 no touch 
MA TRADER ||  2018-04-16T14:30 #:  0 {} last Price  O:  12295.0 H:  12305.0 L:  12275.0 C:  12282.5  SMA  12377.354166666666  last trade time  2018-04-16T13:45
Observing MA Touch ||  Time:  14:30  || Last Bar O:  12295.0 H:  12305.0 L:  12275.0 C:  12282.5  || SMA60  12377.35
 no touch 
CANCELLING ALL ORDERS  2018-04-16T14:31
Observing MA Touch ||  Time:  14:31  || Last Bar O:  12292.5 H:  12292.5 L:  12292.5 C:  12292.5  || SMA60  12372.35
MA TRADER ||  2018-04-16T14:31 #:  0 {} last Price  O:  12292.5 H:  12292.5 L:  12292.5 C:  12292.5  SMA  12372.354166666666  last trade time  2018-04-16T13:45
 no touch 
Observing MA Touch ||  Time:  14:32  || Last Bar O:  12292.5 H:  12312.5 L:  12292.5 C:  12310.0  || SMA60  12372.35
